2019-03-18 09:07:37,b'Ethiopian Airlines crash: What is the MCAS system on the Boeing 737 Max 8? https://t.co/OggNcGj09A'
2019-03-18 09:07:34,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 09:06:21,b'RT @AFP: What is the MCAS system on the Boeing 737 Max 8?https://t.co/lTBtKWQbUG https://t.co/m4lhsprMfm'
2019-03-18 09:04:24,"b'@citizentvkenya Some women are more dangerous than Boeing 737 Max 8,such kind of women should grounded down with immediate effect. So sad \xf0\x9f\x98\xa2'"
2019-03-18 09:03:17,"b""RT @nxthompson: Fascinating and haunting explanation for why the first 737 crashed: a computerized sensing system\xe2\x80\x94that the pilots didn't kn\xe2\x80\xa6"""
2019-03-18 09:03:14,"b""RT @WIRED: The black boxes in airplanes contain all data about what's going on on it. They can survive an impact of up to 3,400 Gs, withsta\xe2\x80\xa6"""
2019-03-18 09:01:01,"b""RT @WIRED: The black boxes in airplanes contain all data about what's going on on it. They can survive an impact of up to 3,400 Gs, withsta\xe2\x80\xa6"""
2019-03-18 09:00:56,"b""New details emerge about Boeing 737 MAX 8 flight's final moments https://t.co/bhHEuAOc3n https://t.co/64PgsS0aiK"""
2019-03-18 09:00:49,b'The inquiry focuses on whether the FAA used appropriate design standards and engineering analyses in certifying the\xe2\x80\xa6 https://t.co/xqsVN7FwZr'
2019-03-18 09:00:28,b'RT @CNN: JUST IN: Canada grounds Boeing 737 Max https://t.co/5KXmBzJ9i5 https://t.co/SkehvSHwi5'
2019-03-18 09:00:12,b'RT @AFP: VIDEO: Similarities between the Lion Air and Ethiopian Airlines crashes have focused attention on an anti-stalling system used in\xe2\x80\xa6'
2019-03-18 09:00:00,"b'Given the issues that Boeing have had recently with the 737 Max, how long before we see #AI flying us around the wo\xe2\x80\xa6 https://t.co/oE3NUYWpQY'"
2019-03-18 08:59:42,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:59:32,b'RT @alberta365news: Ethiopian Airlines say the DNA testing of the 157 passengers may take longer: Ethiopian Airlines Boeing 737 MAX 8\xe2\x80\xa6 http\xe2\x80\xa6'
2019-03-18 08:58:52,b'Information from the data and voice recorders of an Ethiopian Airlines jet that crashed last weekend shows similari\xe2\x80\xa6 https://t.co/T0hU7zk9vB'
2019-03-18 08:58:15,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:57:38,b'RT @cahulaan: Factbox: What we know about Boeing 737 MAX crash and what comes next: More than 300 Boeing 737 MAX\xc2\xa08 and MAX 9 passenger jets\xe2\x80\xa6'
2019-03-18 08:56:32,b'RT @cahulaan: Factbox: What we know about Boeing 737 MAX crash and what comes next: More than 300 Boeing 737 MAX\xc2\xa08 and MAX 9 passenger jets\xe2\x80\xa6'
2019-03-18 08:56:11,b'RT @EthiopeRiverMan: @globetrotter1_ @BoeingAirplanes The truth must be fully established regarding the safety of @Boeing. 737-MAX 8 &amp; how\xe2\x80\xa6'
2019-03-18 08:56:03,b'Factbox: What we know about Boeing 737 MAX crash and what comes next: More than 300 Boeing 737 MAX\xc2\xa08 and MAX 9 pass\xe2\x80\xa6 https://t.co/sZd3AZ1wwj'
2019-03-18 08:54:55,b'RT @Ali_Manzu: Ethiopian authorities say black box data from crashed Boeing 737-8 MAX plane shows clear similarities to Indonesia crash.'
2019-03-18 08:53:26,b'What\xe2\x80\x99s the latest news in the Boeing 737 Max 8 story? https://t.co/RuVfWGDehw https://t.co/n3kvpGvdjN'
2019-03-18 08:53:10,"b'RT @AirportWatch: 737 Max-8: ""fears that advanced avionic technology intended to make planes safer has become too complicated for pilots to\xe2\x80\xa6'"
2019-03-18 08:52:53,"b'@murattimurti @Rogue_FAA From a 03/13/19 Wash. Post\n""The Trump administration resisted bipartisan calls to temporar\xe2\x80\xa6 https://t.co/4rW2ZLL4Kx'"
2019-03-18 08:52:34,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:51:54,b'RT @karolcummins: \xe2\x98\x98\xef\xb8\x8fUnhinged7\xe2\x98\x98\xef\xb8\x8f\n\n\xf0\x9f\x93\x8cEthiopian Airlines Black Boxes Showed \xe2\x80\x98Clear Similarities\xe2\x80\x99 With Lion Air Crash\n\n\xf0\x9f\x93\x8c3 days post Ethio\xc2\xadpian A\xe2\x80\xa6'
2019-03-18 08:51:44,b'@globetrotter1_ @BoeingAirplanes The truth must be fully established regarding the safety of @Boeing. 737-MAX 8 &amp; h\xe2\x80\xa6 https://t.co/Gzd8YqPJYG'
2019-03-18 08:51:03,b'Boeing CEO says US manufacturer is working with authorities on 737 Max 8 crash https://t.co/2Dlq3TFRME'
2019-03-18 08:49:49,b'RT @Captsully: A redesign of the Boeing 737 MAX 8 is urgently needed\xe2\x80\x93proposed changes don\xe2\x80\x99t go far enough. With reports Ethiopian 302 first\xe2\x80\xa6'
2019-03-18 08:49:28,"b'RT @AirportWatch: 737 Max-8: ""fears that advanced avionic technology intended to make planes safer has become too complicated for pilots to\xe2\x80\xa6'"
2019-03-18 08:48:18,b'More than 300 Boeing 737 MAX\xc2\xa08 and MAX 9 passenger jets around the world have been taken out of service following t\xe2\x80\xa6 https://t.co/16iQNZFgD6'
2019-03-18 08:47:36,b'An excellent and well-researched article by @seattletimes on the certification process and safety issues with the B\xe2\x80\xa6 https://t.co/tI5uMiWq4v'
2019-03-18 08:46:49,"b""RT @RichEconomics: .@Boeing 737 MAX-8, @flyethiopian 302, the FAA and 'teachable moments.' | @alykhansatchu @RichTvAfrica @RichFrontiers @m\xe2\x80\xa6"""
2019-03-18 08:43:37,"b""Boeing 737 Max aircraft grounded 'until May at least' https://t.co/hxuX9mLeWe Boeing 737 Max 8 and 9 planes will re\xe2\x80\xa6 https://t.co/XzNhhiAuqh"""
2019-03-18 08:42:50,"b""RT @worst_coastt: whew my flight was scheduled to be on a boeing 737 max 8 and i cannot tell y'all how QUICK i called customer service. the\xe2\x80\xa6"""
2019-03-18 08:42:04,b'#News Boeing and FAA Oversight of the 737 MAX 8 Was Flawed: Report #BreakingNews #timecom https://t.co/qxSaxhDTZl https://t.co/o4W4E7OW5B'
2019-03-18 08:41:17,b'Investigators at the scene of the fatal Ethiopian Airlines crash have found new evidence that may link it to a prev\xe2\x80\xa6 https://t.co/NTlKNSM3Hw'
2019-03-18 08:40:36,"b'Ethiopian Airline crash: UK, other international aviation authorities ground Boeing 737 Max 8 as U.S. airlines cont\xe2\x80\xa6 https://t.co/hPXUJJq5Q0'"
2019-03-18 08:40:03,b'Ethiopian Airlines crash: What is the MCAS system on the Boeing 737 Max 8? https://t.co/MzqhnfV4vi https://t.co/Hytfl7aqDf'
2019-03-18 08:39:19,"b'@AmericanAir Why do you still fly with N323RM Boeing 737-8 MAX from Miami to Mobile, I thought you said they were grounded'"
2019-03-18 08:38:07,"b'RT @rubyblack2552: ""Black box indicates \'clear similarities\' between two fatal Boeing 737 MAX 8 crashes""  https://t.co/lXaJ0Tw1mP'"
2019-03-18 08:37:47,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:36:50,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:36:29,b'Ethiopian Airlines crash: What is the MCAS system on the Boeing 737 Max 8? https://t.co/0Qb4o4Rw9N https://t.co/M00zjAXgMO'
2019-03-18 08:36:18,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:35:28,b'Ethiopian Airlines crash: What is the MCAS system on the #Boeing 737 Max 8? https://t.co/rEALfJ9Pql'
2019-03-18 08:34:44,b'RT @AFP: VIDEO: Similarities between the Lion Air and Ethiopian Airlines crashes have focused attention on an anti-stalling system used in\xe2\x80\xa6'
2019-03-18 08:32:28,"b""RT @JosephW21897455: I don't think it's the right time for Boeing to release a new plane 777x .They need to correct the error with the 737\xe2\x80\xa6"""
2019-03-18 08:31:48,b'SpiceJet Passenger Alert! You may face flight delay as the airline grounds Boeing-737 MAX 8\xc2\xa0aircraft\xe2\x80\xa6 https://t.co/s1uam6rKmv'
2019-03-18 08:31:10,"b'@TUIUKcares \n\nGood morning, which type of Boeing 737 will be used tonight March 18 for the flight TB 7502 from ORY\xe2\x80\xa6 https://t.co/zdaqEpVyGu'"
2019-03-18 08:30:55,b'RT @travelweekly: \xe2\x80\x98Clear similarities\xe2\x80\x99 between Boeing 737 Max 8 crashes:\n\nPreliminary report into Ethiopian Airlines disaster expected witi\xe2\x80\xa6'
2019-03-18 08:30:45,b'RT @transportworker: President Samuelsen asserts there is an incestuous relationship between the @FAANews and the airline industry which is\xe2\x80\xa6'
2019-03-18 08:30:24,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:30:24,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
2019-03-18 08:30:00,"b'\xe2\x9d\x93\xe2\x9d\x94\xe2\x9d\x93 What is Collection O? Know this, and more through @TFinMedia THE WEEK THAT WAS QUIZ! #ola #swiggy #oyo https://t.co/Ppp6PQqpJj'"
2019-03-18 08:28:47,"b'""Black box indicates \'clear similarities\' between two fatal Boeing 737 MAX 8 crashes""  https://t.co/ry8GvyTNmk'"
2019-03-18 08:28:33,"b'RT @SophieRunning: In total 346 passengers have died in Boeing 737 Max 8 aircraft. In response the UK, EU, US, Canada, China, India, Austra\xe2\x80\xa6'"
2019-03-18 08:28:31,"b""The department's probe was reportedly launched after a new Boeing 737 Max 8 aircraft flown by Indonesian carrier Li\xe2\x80\xa6 https://t.co/IYMeBh9syF"""
2019-03-18 08:28:28,"b'RT @4everNeverTrump: @mattyglesias Also, our unconfirmed Acting Defense Secretary just happens to be a former executive of Boeing... which\xe2\x80\xa6'"
